AgriPulse_India_2000_2026,,,,,,,,,,
,,,,,,,,,,
ID,State_Region,YEAR,CROP-TYPE,SOIL_TYPE,SOIL_PH,FERTILIZER(KG/HA),PESTICIDE(KG/HA),AVG_YIELD,TEMP,RAIN
954,Maharashtra,2008,Cotton,Black_Regur,7.9,165,2.1,35.2,24.3,1180
955,Karnataka,2009,Maize,Red_Loam,6.4,178,2.7,62.5,26.8,760
956,WB,2010,Jute,New_Alluvial,6.3,145,2,49.8,22.2,1350
957,TN,2011,Coconut,Coastal_Sandy,6.7,135,1.7,218,19.4,1610
958,Bihar,2012,Maize,Alluvial_Loam,7.1,175,2.5,70.5,28.7,550
959,Kerala,2013,Coffee,Laterite_Soil,5.4,115,1.6,23.8,25.3,910
960,HP,2014,Apple,Mountain_Soil,6.1,205,3.2,208,23.8,1270
961,Assam,2015,Rice,Alluvial_Clay,5.8,155,2.3,50.8,17.3,1100
962,Punjab,2016,Rice,Alluvial_Soil,7.1,245,3.9,68.2,33.2,370
963,Haryana,2017,Cotton,Sandy_Loam,7.7,165,2.5,40.8,21.8,1570
964,Rajasthan,2018,Guar,Sandy_Desert,8.4,92,1.4,28.2,27.7,720
965,UP,2019,Wheat,Alluvial_Soil,7.1,255,4.1,74.5,24.2,1180
966,Gujarat,2020,Groundnut,Sandy_Loam,7.3,152,2.1,42.2,20.6,950
967,Maharashtra,2021,Sugarcane,Deep_Black,7.9,275,4.8,975,30.3,580
968,MP,2022,Gram,Black_Soil,7.5,145,2,32.2,25.9,1320
969,WB,2023,Jute,Deltaic_Alluvial,6.3,148,1.9,44.2,28.5,770
970,AP,2024,Chillies,Black_Soil,7.5,168,2.5,35.8,22.6,1480
971,Karnataka,2025,Ragi,Red_Loamy,6.2,135,1.8,41.8,19.2,1130
972,TN,2026,Coconut,Coastal_Sandy,6.7,138,2,188,31.5,480
973,Kerala,2000,Tea,Laterite_Soil,5.2,205,3.3,43.8,24.7,1020
974,Bihar,2001,Maize,Alluvial_Soil,7,155,2.4,48.2,26.3,680
975,Assam,2002,Tea,Acidic_Alluvial,4.9,215,3.6,39.8,23.4,1550
976,HP,2003,Apple,Mountain_Soil,6,208,3.4,182,21.7,890
977,Odisha,2004,Rice,Red_Yellow,6.3,165,2.3,50.5,29.8,1240
978,Chhattisgarh,2005,Soybean,Red_Soil,6.2,152,2.1,30.8,25.6,980
979,Telangana,2006,Cotton,Black_Soil,7.6,175,2.5,33.8,27.2,1420
980,Uttarakhand,2007,Basmati_Rice,Loamy_Soil,6.6,185,2.7,48.5,18.8,750
981,Jharkhand,2008,Pulses,Red_Soil,6.3,125,1.6,24.2,30.2,490
982,Punjab,2009,Mustard,Alluvial_Soil,7.2,168,2.4,36.8,24.5,1140
983,Gujarat,2010,Castor,Sandy_Loam,7.5,155,2.2,42.5,26.9,1310
984,Haryana,2011,Wheat,Alluvial_Soil,7.3,238,3.6,72.5,22.2,920
985,UP,2012,Sugarcane,Alluvial_Loam,6.9,285,4.8,978,20.3,1530
986,WB,2013,Rice,Clayey_Alluvial,5.9,182,2.8,61.2,28.6,630
987,Maharashtra,2014,Cotton,Deep_Black,7.7,165,2.4,35.8,25.8,1060
988,MP,2015,Soybean,Medium_Black,7.4,158,2.3,30.2,23.5,1410
989,Rajasthan,2016,Wheat,Sandy_Loam,7.8,138,2,49.2,31.5,380
990,Karnataka,2017,Maize,Red_Loamy,6.5,188,2.9,55.2,19.9,1280
991,AP,2018,Cotton,Black_Soil,7.6,165,2.5,35.2,27.4,870
992,TN,2019,Banana,Alluvial_Loam,6.7,225,3.5,492,24.7,1190
993,Kerala,2020,Pepper,Red_Loam,5.5,105,1.5,20.2,22.8,950
994,Bihar,2021,Tobacco,Calcareous_Alluvial,7,148,2.2,38.2,28.3,570
995,Assam,2022,Rubber,Forest_Soil,5.4,125,1.8,30.2,21.6,1480
996,HP,2023,Potato,Mountain_Soil,5.9,205,3.4,332,25.2,1040
997,J_K,2024,Saffron,Karewa_Soil,7.8,85,1.3,0.24,23.7,1310
998,Odisha,2025,Groundnut,Red_Soil,6.8,148,2.4,39.2,23.9,1345
999,Telangana,2026,Turmeric,Red_Loamy,6.9,198,3.3,94,25.4,1080
1000,Chhattisgarh,2000,Rice,Red_Yellow_Soil,6.3,175,2.6,58.5,28.1,610
1001,Punjab,2001,Wheat,Alluvial_Soil,7.2,218,3.4,69.2,20.5,1490
1002,Haryana,2002,Rice,Alluvial_Soil,7.1,205,3.1,59.5,29.8,530
1003,UP,2003,Sugarcane,Alluvial_Loam,6.8,275,4.5,952,18.2,1015
1004,Maharashtra,2004,Cotton,Black_Regur,7.8,148,2.6,31.2,31.9,455
1005,Gujarat,2005,Groundnut,Sandy_Loam,7.4,132,1.9,36.2,24.1,1190
1006,Karnataka,2006,Maize,Red_Loam,6.4,172,2.5,53.5,26.3,885
1007,AP,2007,Rice,Coastal_Alluvial,6.6,198,3.1,49.5,22.1,1425
1008,TN,2008,Coconut,Coastal_Sandy,6.7,118,1.6,192,29.3,575
1009,Kerala,2009,Rubber,Laterite_Soil,5.1,102,1.4,30.8,17.1,1055
1010,MP,2010,Soybean,Medium_Black,7.5,158,2.1,28.5,33.5,365
1011,Rajasthan,2011,Wheat,Sandy_Loam,7.9,125,1.8,41.8,21.6,1585
1012,Bihar,2012,Maize,Alluvial_Loam,7.1,168,2.4,62.1,27.2,725
1013,Assam,2013,Jute,Alluvial_Clay,5.8,112,2,36.5,24.8,1175
1014,HP,2014,Apple,Mountain_Soil,6,192,3.8,185,20.4,945
1015,Odisha,2015,Rice,Red_Yellow,6.3,152,2.5,45.8,30.1,585
1016,Telangana,2016,Turmeric,Black_Soil,7.5,182,2.9,77.5,25.3,1345
1017,Punjab,2017,Mustard,Alluvial_Soil,7.3,162,2.2,34.1,28.2,785
1018,Haryana,2018,Wheat,Alluvial_Soil,7.2,228,3.6,69.5,22.4,1465
1019,UP,2019,Potato,Alluvial_Loam,6.9,262,4.3,352,19.3,1135
1020,Maharashtra,2020,Jowar,Regur_Soil,7.7,102,1.5,25.5,31.5,485
1021,Karnataka,2021,Tobacco,Red_Loamy,6.5,178,2.5,28.8,24.9,1015
1022,WB,2022,Tea,Acidic_Alluvial,5.3,198,3.1,40.2,26.1,665
1023,AP,2023,Chillies,Black_Soil,7.6,168,2.4,33.1,23.4,1565
1024,Kerala,2024,Pepper,Red_Loam,5.5,92,1.3,17.5,21.1,885
1025,Bihar,2025,Gram,Alluvial_Soil,7.1,128,1.9,25.8,29.2,1225
1026,Assam,2026,Rubber,Forest_Soil,5.4,118,1.7,25.2,25.5,985
1027,HP,2000,Potato,Mountain_Soil,5.9,195,3.5,298,27.6,1415
1028,J_K,2001,Saffron,Karewa_Soil,7.8,72,1.1,0.22,18.2,755
1029,Odisha,2002,Sugarcane,Coastal_Alluvial,6.8,218,3.9,848,30.5,475
1030,Telangana,2003,Soybean,Black_Soil,7.4,148,2.3,25.8,24.3,1145
1031,Chhattisgarh,2004,Pulses,Red_Yellow_Soil,6.1,122,1.8,20.8,26.9,1315
1032,Jharkhand,2005,Potato,Red_Loamy,6.4,172,2.5,262,22.1,925
1033,Punjab,2006,Rice,Alluvial_Soil,7.2,242,3.8,65.5,20.1,1535
1034,Haryana,2007,Mustard,Sandy_Loam,7.6,172,2.6,35.8,28.4,625
1035,Rajasthan,2008,Bajra,Sandy_Desert,8.3,92,1.4,22.8,25.2,1075
1036,UP,2009,Wheat,Alluvial_Soil,7.1,252,4,72.1,23.1,1405
1037,Gujarat,2010,Cotton,Black_Soil,7.8,158,2.1,34.1,31.3,385
1038,Maharashtra,2011,Sugarcane,Deep_Black,7.9,272,4.4,978,19.5,1255
1039,Karnataka,2012,Tobacco,Red_Loamy,6.6,188,2.8,32.1,27.1,865
1040,WB,2013,Jute,New_Alluvial,6.3,138,2.1,46.5,24.4,1185
1041,TN,2014,Groundnut,Coastal_Sandy,6.8,148,2,37.1,22.2,955
1042,Bihar,2015,Maize,Alluvial_Loam,7.1,172,2.6,66.2,28.8,555
1043,Kerala,2016,Cardamom,Forest_Soil,5.2,68,1.2,8.5,21.3,1455
1044,Assam,2017,Rice,Alluvial_Clay,5.7,155,2.4,48.1,25.1,1035
1045,HP,2018,Wheat,Alluvial_Soil,7.2,178,2.7,57.1,23.9,1315
1046,AP,2019,Cotton,Black_Soil,7.6,158,2.3,33.5,18.2,1105
1047,Odisha,2020,Rice,Red_Yellow,6.3,165,2.5,50.5,30.2,455
1048,Telangana,2021,Turmeric,Black_Soil,7.4,202,3.2,80.2,24.4,1185
1049,Punjab,2022,Wheat,Alluvial_Soil,7.3,238,3.9,75.2,26.6,855
1050,Haryana,2023,Rice,Alluvial_Soil,7.1,228,3.5,66.2,22.2,1445
1051,Rajasthan,2024,Mustard,Sandy_Arid,7.8,155,2.1,41.1,28.4,595
1052,UP,2025,Sugarcane,Alluvial_Soil,6.8,268,4.7,999,19.1,1245
1053,Gujarat,2026,Castor,Sandy_Loam,7.6,145,1.9,46.1,31.2,385
1054,Maharashtra,2000,Cotton,Black_Regur,7.9,168,2.2,36.1,23.5,1415
1055,Karnataka,2001,Maize,Red_Loam,6.4,182,2.8,63.5,25.1,1065
1056,WB,2002,Jute,New_Alluvial,6.3,148,2.1,50.8,28.7,645
1057,TN,2003,Coconut,Coastal_Sandy,6.7,138,1.8,225,20.2,1535
1058,Bihar,2004,Maize,Alluvial_Loam,7.1,178,2.6,72.1,22.3,905
1059,Kerala,2005,Coffee,Laterite_Soil,5.4,118,1.6,24.5,26.2,1295
1060,HP,2006,Apple,Mountain_Soil,6.1,208,3.3,212,24.5,1135
1061,Assam,2007,Rice,Alluvial_Clay,5.8,158,2.4,51.5,30.1,455
1062,Punjab,2008,Rice,Alluvial_Soil,7.1,248,4,69.1,18.4,755
1063,Haryana,2009,Cotton,Sandy_Loam,7.7,168,2.6,41.8,27.1,1445
1064,Rajasthan,2010,Guar,Sandy_Desert,8.4,95,1.5,29.1,25.6,985
1065,UP,2011,Wheat,Alluvial_Soil,7.1,258,4.2,75.2,29.2,1205
1066,Gujarat,2012,Groundnut,Sandy_Loam,7.3,155,2.2,43.1,21.3,875
1067,Maharashtra,2013,Sugarcane,Deep_Black,7.9,278,4.9,982,23.1,1545
1068,MP,2014,Gram,Black_Soil,7.5,145,2,33.1,26.8,665
1069,WB,2015,Jute,Deltaic_Alluvial,6.3,148,2,45.1,24.1,1035
1070,AP,2016,Chillies,Black_Soil,7.5,168,2.5,36.5,31.9,505
1071,Karnataka,2017,Ragi,Red_Loamy,6.2,138,1.9,42.5,19.2,1145
1072,TN,2018,Coconut,Coastal_Sandy,6.7,138,2,192,22.5,1495
1073,Kerala,2019,Tea,Laterite_Soil,5.2,208,3.4,44.5,28.2,785
1074,Bihar,2020,Maize,Alluvial_Soil,7,155,2.5,49.2,25.1,1335
1075,Assam,2021,Tea,Acidic_Alluvial,4.9,218,3.7,40.5,30.3,605
1076,HP,2022,Apple,Mountain_Soil,6,212,3.5,188,20.5,955
1077,Odisha,2023,Rice,Red_Yellow,6.3,165,2.3,51.1,24.4,1185
1078,Chhattisgarh,2024,Soybean,Red_Soil,6.2,152,2.1,31.2,27.2,735
1079,Telangana,2025,Cotton,Black_Soil,7.6,178,2.6,34.5,21.7,1585
1080,Uttarakhand,2026,Basmati_Rice,Loamy_Soil,6.6,188,2.8,49.5,32.5,395
1081,Jharkhand,2000,Pulses,Red_Soil,6.3,128,1.7,25.1,17.1,1075
1082,Punjab,2001,Mustard,Alluvial_Soil,7.2,168,2.4,37.5,23.1,1295
1083,Gujarat,2002,Castor,Sandy_Loam,7.5,158,2.3,43.2,25.6,935
1084,Haryana,2003,Wheat,Alluvial_Soil,7.3,242,3.7,73.5,28.1,525
1085,UP,2004,Sugarcane,Alluvial_Loam,6.9,288,4.9,985,19.1,1635
1086,WB,2005,Rice,Clayey_Alluvial,5.9,185,2.9,62.1,22.4,1315
1087,Maharashtra,2006,Cotton,Deep_Black,7.7,168,2.5,36.5,26.1,765
1088,MP,2007,Soybean,Medium_Black,7.4,162,2.4,31.1,24.1,1145
1089,Rajasthan,2008,Wheat,Sandy_Loam,7.8,142,2.1,50.1,31.2,445
1090,Karnataka,2009,Maize,Red_Loamy,6.5,192,3,56.5,18.2,1035
1091,AP,2010,Cotton,Black_Soil,7.6,168,2.5,36.1,29.3,595
1092,TN,2011,Banana,Alluvial_Loam,6.7,228,3.6,502,20.5,1435
1093,Kerala,2012,Pepper,Red_Loam,5.5,108,1.5,21.1,27.6,855
1094,Bihar,2013,Tobacco,Calcareous_Alluvial,7,148,2.2,39.1,25.1,1115
1095,Assam,2014,Rubber,Forest_Soil,5.4,128,1.8,31.1,23.5,1515
1096,HP,2015,Potato,Mountain_Soil,5.9,208,3.5,342,31.4,435
1097,J_K,2016,Saffron,Karewa_Soil,7.8,88,1.4,0.25,18.1,1015
1098,Odisha,2017,Groundnut,Red_Soil,6.8,152,2.5,40.1,24.7,1130
1099,Telangana,2018,Turmeric,Red_Loamy,6.9,202,3.4,96,26.2,870
1100,Chhattisgarh,2019,Rice,Red_Yellow_Soil,6.3,178,2.7,59.8,23.1,1410
1101,Punjab,2020,Wheat,Alluvial_Soil,7.2,215,3.3,68.5,21.5,1580
1102,Haryana,2021,Rice,Alluvial_Soil,7.1,202,3,58.8,29.4,560
1103,UP,2022,Sugarcane,Alluvial_Loam,6.8,272,4.4,948,26.8,910
1104,Maharashtra,2023,Cotton,Black_Regur,7.8,145,2.5,30.8,24.2,1230
1105,Gujarat,2024,Groundnut,Sandy_Loam,7.4,128,1.8,35.8,18.4,1040
1106,Karnataka,2025,Maize,Red_Loam,6.4,168,2.4,52.8,32.1,390
1107,AP,2026,Rice,Coastal_Alluvial,6.6,195,3,48.8,22.7,1510
1108,TN,2000,Coconut,Coastal_Sandy,6.7,115,1.5,188,27.5,760
1109,Kerala,2001,Rubber,Laterite_Soil,5.1,98,1.3,30.2,25.1,1120
1110,MP,2002,Soybean,Medium_Black,7.5,155,2,27.8,20.8,930
1111,Rajasthan,2003,Wheat,Sandy_Loam,7.9,122,1.7,41,28.3,610
1112,Bihar,2004,Maize,Alluvial_Loam,7.1,165,2.3,61.2,24.9,1320
1113,Assam,2005,Jute,Alluvial_Clay,5.8,108,1.9,35.8,27.2,820
1114,HP,2006,Apple,Mountain_Soil,6,188,3.7,182,23.6,1470
1115,Odisha,2007,Rice,Red_Yellow,6.3,148,2.4,45.2,19.5,1020
1116,Telangana,2008,Turmeric,Black_Soil,7.5,178,2.8,76.2,30.7,480
1117,Punjab,2009,Mustard,Alluvial_Soil,7.3,158,2.1,33.2,25.4,1140
1118,Haryana,2010,Wheat,Alluvial_Soil,7.2,225,3.5,68,28.1,720
1119,UP,2011,Potato,Alluvial_Loam,6.9,258,4.2,345,21.8,1530
1120,Maharashtra,2012,Jowar,Regur_Soil,7.7,98,1.4,24.8,26.6,880
1121,Karnataka,2013,Tobacco,Red_Loamy,6.5,175,2.4,28.2,24.3,1210
1122,WB,2014,Tea,Acidic_Alluvial,5.3,195,3,39.2,18,1120
1123,AP,2015,Chillies,Black_Soil,7.6,165,2.3,32.2,32.8,340
1124,Kerala,2016,Pepper,Red_Loam,5.5,88,1.2,16.8,23.1,1460
1125,Bihar,2017,Gram,Alluvial_Soil,7.1,125,1.8,25.2,27.5,810
1126,Assam,2018,Rubber,Forest_Soil,5.4,115,1.6,24.2,25.2,1190
1127,HP,2019,Potato,Mountain_Soil,5.9,192,3.4,292,20.4,920
1128,J_K,2020,Saffron,Karewa_Soil,7.8,68,1,0.21,29.9,640
1129,Odisha,2021,Sugarcane,Coastal_Alluvial,6.8,215,3.8,842,24.8,1360
1130,Telangana,2022,Soybean,Black_Soil,7.4,145,2.2,25.2,26.1,850
1131,Chhattisgarh,2023,Pulses,Red_Yellow_Soil,6.1,118,1.7,20.2,22.3,1410
1132,Jharkhand,2024,Potato,Red_Loamy,6.4,168,2.4,258,19.2,1010
1133,Punjab,2025,Rice,Alluvial_Soil,7.2,238,3.7,64.2,30.7,480
1134,Haryana,2026,Mustard,Sandy_Loam,7.6,168,2.5,35,25.4,1100
1135,Rajasthan,2000,Bajra,Sandy_Desert,8.3,88,1.3,22.2,28.1,690
1136,UP,2001,Wheat,Alluvial_Soil,7.1,248,3.9,71.2,21.8,1550
1137,Gujarat,2002,Cotton,Black_Soil,7.8,155,2,33.2,26.6,870
1138,Maharashtra,2003,Sugarcane,Deep_Black,7.9,268,4.3,972,24.2,1230
1139,Karnataka,2004,Tobacco,Red_Loamy,6.6,185,2.7,31.2,18.4,1040
1140,WB,2005,Jute,New_Alluvial,6.3,135,2,45.8,31.5,430
1141,TN,2006,Groundnut,Coastal_Sandy,6.8,145,1.9,36.2,23.9,1520
1142,Bihar,2007,Maize,Alluvial_Loam,7.1,168,2.5,65.2,25.1,1110
1143,Kerala,2008,Cardamom,Forest_Soil,5.2,65,1.1,8.2,27.4,850
1144,Assam,2009,Rice,Alluvial_Clay,5.7,152,2.3,47.2,20.8,1420
1145,HP,2010,Wheat,Alluvial_Soil,7.2,175,2.6,56.2,29.3,570
1146,AP,2011,Cotton,Black_Soil,7.6,155,2.2,32.8,18.6,1030
1147,Odisha,2012,Rice,Red_Yellow,6.3,162,2.4,49.8,32.1,420
1148,Telangana,2013,Turmeric,Black_Soil,7.4,198,3.1,79.2,24.4,1170
1149,Punjab,2014,Wheat,Alluvial_Soil,7.3,235,3.8,74.2,26.9,770
1150,Haryana,2015,Rice,Alluvial_Soil,7.1,225,3.4,65.2,22.1,1340
1151,Rajasthan,2016,Mustard,Sandy_Arid,7.8,152,2,40.2,19.3,1620
1152,UP,2017,Sugarcane,Alluvial_Soil,6.8,265,4.6,998,28.8,540
1153,Gujarat,2018,Castor,Sandy_Loam,7.6,142,1.8,45.2,25.2,920
1154,Maharashtra,2019,Cotton,Black_Regur,7.9,165,2.1,35.2,23.7,1280
1155,Karnataka,2020,Maize,Red_Loam,6.4,178,2.7,62.5,17.2,1090
1156,WB,2021,Jute,New_Alluvial,6.3,145,2,49.8,33.3,360
1157,TN,2022,Coconut,Coastal_Sandy,6.7,135,1.7,218,21.9,1580
1158,Bihar,2023,Maize,Alluvial_Loam,7.1,175,2.5,70.5,27.6,730
1159,Kerala,2024,Coffee,Laterite_Soil,5.4,115,1.6,23.8,24.1,1190
1160,HP,2025,Apple,Mountain_Soil,6.1,205,3.2,208,20.5,960
1161,Assam,2026,Rice,Alluvial_Clay,5.8,155,2.3,50.8,30.2,590
1162,Punjab,2000,Rice,Alluvial_Soil,7.1,245,3.9,68.2,25.8,1330
1163,Haryana,2001,Cotton,Sandy_Loam,7.7,165,2.5,40.8,28.4,780
1164,Rajasthan,2002,Guar,Sandy_Desert,8.4,92,1.4,28.2,22.5,1490
1165,UP,2003,Wheat,Alluvial_Soil,7.1,255,4.1,74.5,19.1,1120
1166,Gujarat,2004,Groundnut,Sandy_Loam,7.3,152,2.1,42.2,31.4,490
1167,Maharashtra,2005,Sugarcane,Deep_Black,7.9,275,4.8,975,24.6,1030
1168,MP,2006,Gram,Black_Soil,7.5,145,2,32.2,26.2,670
1169,WB,2007,Jute,Deltaic_Alluvial,6.3,148,1.9,44.2,23.3,1560
1170,AP,2008,Chillies,Black_Soil,7.5,168,2.5,35.8,21.6,880
1171,Karnataka,2009,Ragi,Red_Loamy,6.2,135,1.8,41.8,29.7,1230
1172,TN,2010,Coconut,Coastal_Sandy,6.7,138,2,188,25.5,990
1173,Kerala,2011,Tea,Laterite_Soil,5.2,205,3.3,43.8,27.1,1410
1174,Bihar,2012,Maize,Alluvial_Soil,7,155,2.4,48.2,18.7,760
1175,Assam,2013,Tea,Acidic_Alluvial,4.9,215,3.6,39.8,30.1,480
1176,HP,2014,Apple,Mountain_Soil,6,208,3.4,182,24.4,1150
1177,Odisha,2015,Rice,Red_Yellow,6.3,165,2.3,50.5,26.8,1320
1178,Chhattisgarh,2016,Soybean,Red_Soil,6.2,152,2.1,30.8,22.1,930
1179,Telangana,2017,Cotton,Black_Soil,7.6,175,2.5,33.8,20.2,1540
1180,Uttarakhand,2018,Basmati_Rice,Loamy_Soil,6.6,185,2.7,48.5,28.5,640
1181,Jharkhand,2019,Pulses,Red_Soil,6.3,125,1.6,24.2,25.9,1070
1182,Punjab,2020,Mustard,Alluvial_Soil,7.2,168,2.4,36.8,23.4,1420
1183,Gujarat,2021,Castor,Sandy_Loam,7.5,155,2.2,42.5,31.6,370
1184,Haryana,2022,Wheat,Alluvial_Soil,7.3,238,3.6,72.5,19.8,1270
1185,UP,2023,Sugarcane,Alluvial_Loam,6.9,285,4.8,978,27.3,880
1186,WB,2024,Rice,Clayey_Alluvial,5.9,182,2.8,61.2,24.6,1200
1187,Maharashtra,2025,Cotton,Deep_Black,7.7,165,2.4,35.8,22.9,940
1188,MP,2026,Soybean,Medium_Black,7.4,158,2.3,30.2,28.2,560
1189,Rajasthan,2000,Wheat,Sandy_Loam,7.8,138,2,49.2,21.5,1470
1190,Karnataka,2001,Maize,Red_Loamy,6.5,188,2.9,55.2,25.1,1050
1191,AP,2002,Cotton,Black_Soil,7.6,165,2.5,35.2,23.6,1300
1192,TN,2003,Banana,Alluvial_Loam,6.7,225,3.5,492,24.8,1180
1193,Kerala,2004,Pepper,Red_Loam,5.5,105,1.5,20.2,26.1,820
1194,Bihar,2005,Tobacco,Calcareous_Alluvial,7,148,2.2,38.2,22.4,1390
1195,Assam,2006,Rubber,Forest_Soil,5.4,125,1.8,30.2,28.9,580
1196,HP,2007,Potato,Mountain_Soil,5.9,205,3.4,332,23.5,1290
1197,J_K,2008,Saffron,Karewa_Soil,7.8,85,1.3,0.24,25.8,910
1198,Odisha,2009,Groundnut,Red_Soil,6.8,148,2.4,39.2,21.4,1520
1199,Telangana,2010,Turmeric,Red_Loamy,6.9,198,3.3,94,29.6,640
1200,Chhattisgarh,2011,Rice,Red_Yellow_Soil,6.3,175,2.6,58.5,18.9,1070
1201,Punjab,2012,Wheat,Alluvial_Soil,7.2,210,3.2,67.5,31.3,460
1202,Haryana,2013,Rice,Alluvial_Soil,7.1,195,2.8,57.2,24.1,1120
1203,UP,2014,Sugarcane,Alluvial_Loam,6.8,265,4.2,935,27.7,790
1204,Maharashtra,2015,Cotton,Black_Regur,7.8,138,2.3,29.5,23.2,1450
1205,Gujarat,2016,Groundnut,Sandy_Loam,7.4,122,1.6,34.1,20.8,1580
1206,Karnataka,2017,Maize,Red_Loam,6.4,162,2.2,51.2,29.9,550
1207,AP,2018,Rice,Coastal_Alluvial,6.6,188,2.8,47.1,26.5,890
1208,TN,2019,Coconut,Coastal_Sandy,6.7,108,1.3,182,24.7,1230
1209,Kerala,2020,Rubber,Laterite_Soil,5.1,92,1.1,28.8,17.6,1080
1210,MP,2021,Soybean,Medium_Black,7.5,148,1.8,26.2,32.8,390
1211,Rajasthan,2022,Wheat,Sandy_Loam,7.9,115,1.5,39.2,22.1,1540
1212,Bihar,2023,Maize,Alluvial_Loam,7.1,158,2.1,59.1,27.4,820
1213,Assam,2024,Jute,Alluvial_Clay,5.8,102,1.7,34.2,25.9,1160
1214,HP,2025,Apple,Mountain_Soil,6,182,3.5,175,19.3,940
1215,Odisha,2026,Rice,Red_Yellow,6.3,142,2.2,43.1,28.5,610
1216,Telangana,2000,Turmeric,Black_Soil,7.5,172,2.6,73.8,24.6,1330
1217,Punjab,2001,Mustard,Alluvial_Soil,7.3,152,1.9,31.1,27.2,810
1218,Haryana,2002,Wheat,Alluvial_Soil,7.2,218,3.3,66.5,23.8,1480
1219,UP,2003,Potato,Alluvial_Loam,6.9,252,4,338,18.2,1020
1220,Maharashtra,2004,Jowar,Regur_Soil,7.7,92,1.2,23.2,31.4,480
1221,Karnataka,2005,Tobacco,Red_Loamy,6.5,168,2.2,26.8,25.5,1150
1222,WB,2006,Tea,Acidic_Alluvial,5.3,188,2.8,37.5,28.2,730
1223,AP,2007,Chillies,Black_Soil,7.6,158,2.1,30.5,21.7,1560
1224,Kerala,2008,Pepper,Red_Loam,5.5,82,1,15.1,26.3,880
1225,Bihar,2009,Gram,Alluvial_Soil,7.1,118,1.6,23.2,24.4,1220
1226,Assam,2010,Rubber,Forest_Soil,5.4,108,1.4,22.2,17.3,1140
1227,HP,2011,Potato,Mountain_Soil,5.9,185,3.2,282,33.1,360
1228,J_K,2012,Saffron,Karewa_Soil,7.8,62,0.8,0.19,22.4,1490
1229,Odisha,2013,Sugarcane,Coastal_Alluvial,6.8,208,3.6,832,27.8,830
1230,Telangana,2014,Soybean,Black_Soil,7.4,138,2,23.2,25.1,1190
1231,Chhattisgarh,2015,Pulses,Red_Yellow_Soil,6.1,112,1.5,18.8,20.2,950
1232,Jharkhand,2016,Potato,Red_Loamy,6.4,162,2.2,248,29.4,660
1233,Punjab,2017,Rice,Alluvial_Soil,7.2,232,3.5,62.1,24.3,1380
1234,Haryana,2018,Mustard,Sandy_Loam,7.6,162,2.3,33.5,26.7,850
1235,Rajasthan,2019,Bajra,Sandy_Desert,8.3,82,1.1,20.2,22.9,1420
1236,UP,2020,Wheat,Alluvial_Soil,7.1,240,3.7,69.1,19.6,1030
1237,Gujarat,2021,Cotton,Black_Soil,7.8,148,1.8,31.5,30.9,500
1238,Maharashtra,2022,Sugarcane,Deep_Black,7.9,262,4.1,962,25.3,1120
1239,Karnataka,2023,Tobacco,Red_Loamy,6.6,178,2.5,29.5,28.6,690
1240,WB,2024,Jute,New_Alluvial,6.3,128,1.8,44.2,21.2,1580
1241,TN,2025,Groundnut,Coastal_Sandy,6.8,138,1.7,34.1,26.8,870
1242,Bihar,2026,Maize,Alluvial_Loam,7.1,162,2.3,63.2,24.1,1250
1243,Kerala,2000,Cardamom,Forest_Soil,5.2,58,0.9,7.5,18.5,1060
1244,Assam,2001,Rice,Alluvial_Clay,5.7,145,2.1,45.1,31.7,450
1245,HP,2002,Wheat,Alluvial_Soil,7.2,168,2.4,54.2,23.4,1540
1246,AP,2003,Cotton,Black_Soil,7.6,148,2,31.1,25.6,1130
1247,Odisha,2004,Rice,Red_Yellow,6.3,155,2.2,48.1,27.3,870
1248,Telangana,2005,Turmeric,Black_Soil,7.4,192,2.9,77.2,20.9,1440
1249,Punjab,2006,Wheat,Alluvial_Soil,7.3,228,3.6,72.1,29.5,590
1250,Haryana,2007,Rice,Alluvial_Soil,7.1,218,3.2,63.2,18.4,1050
1251,Rajasthan,2008,Mustard,Sandy_Arid,7.8,145,1.8,38.1,32.2,420
1252,UP,2009,Sugarcane,Alluvial_Soil,6.8,258,4.4,992,24.7,1190
1253,Gujarat,2010,Castor,Sandy_Loam,7.6,135,1.6,43.1,26.1,770
1254,Maharashtra,2011,Cotton,Black_Regur,7.9,158,1.9,33.5,22.3,1360
1255,Karnataka,2012,Maize,Red_Loam,6.4,172,2.5,60.2,19.1,1630
1256,WB,2013,Jute,New_Alluvial,6.3,138,1.8,48.1,28.9,560
1257,TN,2014,Coconut,Coastal_Sandy,6.7,128,1.5,210,25.4,930
1258,Bihar,2015,Maize,Alluvial_Loam,7.1,168,2.3,68.5,23.7,1290
1259,Kerala,2016,Coffee,Laterite_Soil,5.4,108,1.4,22.1,17.5,1110
1260,HP,2017,Apple,Mountain_Soil,6.1,198,3,202,33.3,380
1261,Assam,2018,Rice,Alluvial_Clay,5.8,148,2.1,49.1,21.9,1590
1262,Punjab,2019,Rice,Alluvial_Soil,7.1,238,3.7,66.2,27.6,740
1263,Haryana,2020,Cotton,Sandy_Loam,7.7,158,2.3,39.1,24.1,1200
1264,Rajasthan,2021,Guar,Sandy_Desert,8.4,85,1.2,26.2,20.5,970
1265,UP,2022,Wheat,Alluvial_Soil,7.1,248,3.9,72.5,30.2,590
